id,item_id,item_name,item_name_en,group_id,group_name,group_kind,equipment_type_id,fabric_type,effects_json,max_hp,max_mp,attack,defense,charm,agility,dexterity,magic_attack,healing_power,job_override_mode,craft_level,equip_level,recipe_book,recipe_place,description,slot,slot_grid_type,slot_grid_cols,materials_json,slot_grid_json,source_url,detail_url,default_price,weight,created_at,updated_at
44,sword_2h_130,獅子の大剣,"Lion's Grrreatsword",,,,2,,"[""必殺チャージ率+1.0%"", ""必殺チャージ時バイキルト""]",,,378,,24,,,,,inherit,75,130,レシピ入手方法,神都フォーリオンのレシピ屋1000000G,"必殺技が出やすく チャージ時攻撃力 も上がる両手剣",両手剣,両手剣,2,"[{""count"": 30, ""item_id"": 705}, {""count"": 3, ""item_id"": 644}, {""count"": 6, ""item_id"": 834}, {""count"": 6, ""item_id"": 649}, {""count"": 8, ""item_id"": 729}]","[[""115-123"", ""160-167""], [""150-157"", ""100-107""], [""100-107"", ""115-122""], [""170-179"", ""165-171""]]",https://draquex.com/buki/0-taiken.php,https://draquex.com/buki/taiken-130-1.php,,51,"2026-03-12 00:32:56","2026-07-23 15:19:01"
45,sword_2h_128,クラウドブレイカー,Cloudbreaker,,,,2,,"[""特技のダメージ+15"", ""武器ガード率+3.0%""]",,,358,,24,,,,,inherit,65,128,レシピ入手方法,神都フォーリオンのレシピ屋1000000G,"特技ダメージ増え 敵の攻撃も よく防ぐ大剣",両手剣,両手剣,2,"[{""count"": 30, ""item_id"": 705}, {""count"": 4, ""item_id"": 876}, {""count"": 4, ""item_id"": 603}, {""count"": 1, ""item_id"": 586}, {""count"": 1, ""item_id"": 729}]","[[""140-148"", ""160-168""], [""110-117"", ""120-127""], [""110-117"", ""100-107""], [""160-168"", ""130-138""]]",https://draquex.com/buki/0-taiken.php,https://draquex.com/buki/taiken-128-1.php,,51,"2026-03-12 00:32:59","2026-07-23 15:19:01"
46,sword_2h_125,紫電の轟剣,"Purple Rumbleblade",,,,2,,"[""雷の攻撃ダメージ+15.0%"", ""かいしん率+3.0%""]",,,337,,24,,,,,inherit,75,125,紫電とどろく時は今,神都フォーリオンのレシピ屋1000000G,"会心の一撃が 出やすくなる 雷とどろく大剣",両手剣,両手剣,,"[{""count"": 30, ""item_id"": 705}, {""count"": 3, ""item_id"": 765}, {""count"": 30, ""item_id"": 555}, {""count"": 5, ""item_id"": 595}, {""count"": 8, ""item_id"": 729}]","[[""145-152"", ""132-139""], [""172-179"", ""148-155""], [""188-195"", ""181-188""], [""128-135"", ""112-119""]]",https://draquex.com/buki/0-taiken.php,https://draquex.com/buki/taiken-125-1.php,,51,"2026-03-12 00:33:01","2026-07-23 15:19:01"
47,sword_2h_120,セーラスブレード,"Selas Blade",,,,2,,"[""全ての攻撃時5.0%でためる"", ""行動時5%でテンション消費なし""]",,,318,,24,,,,,inherit,70,120,神光放つ大剣の書,神都フォーリオンのレシピ屋1000000G,"攻撃時ためやすく テンションも 維持しやすい大剣",両手剣,両手剣,,"[{""count"": 30, ""item_id"": 799}, {""count"": 5, ""item_id"": 648}, {""count"": 5, ""item_id"": 741}, {""count"": 1, ""item_id"": 586}, {""count"": 8, ""item_id"": 729}]","[[""165-172"", ""140-148""], [""140-147"", ""125-133""], [""169-176"", ""169-177""], [""105-112"", ""105-113""]]",https://draquex.com/buki/0-taiken.php,https://draquex.com/buki/taiken-120-1.php,,51,"2026-03-12 00:33:03","2026-07-23 15:19:01"
48,sword_2h_118,斬魔の緋大剣,"Scarlet Demonsbane",,,,2,,"[""悪魔系にダメージ+15%"", ""行動時10.0%でバイシオン""]",,,301,,24,,,,,inherit,70,118,悪魔狩りの大剣,神都フォーリオンのレシピ屋1000000G,"行動時たまに バイシオンが発動 悪魔系に強い大剣",両手剣,両手剣,2,"[{""count"": 30, ""item_id"": 799}, {""count"": 3, ""item_id"": 616}, {""count"": 20, ""item_id"": 536}, {""count"": 10, ""item_id"": 648}, {""count"": 7, ""item_id"": 729}]","[[""120-128"", ""145-152""], [""145-152"", ""120-128""], [""160-169"", ""160-169""], [""110-117"", ""110-117""]]",https://draquex.com/buki/0-taiken.php,https://draquex.com/buki/taiken-118-1.php,,51,"2026-03-12 00:33:05","2026-07-23 15:19:01"
49,sword_2h_115,輝天の大剣,"Sky Greatsword",,,,2,,"[""特技のダメージ+15"", ""武器ガード率+3.0%""]",,,286,,24,,,,,inherit,65,115,輝く守りの両手剣,砂の都ファラザードのレシピ屋1000000G,特技ダメージ増え敵の攻撃もよく防ぐ大剣,両手剣,両手剣,2,"[{""count"": 5, ""item_id"": 799}, {""count"": 5, ""item_id"": 865}, {""count"": 3, ""item_id"": 730}, {""count"": 10, ""item_id"": 784}, {""count"": 20, ""item_id"": 698}]","[[""100-107"", ""130-137""], [""130-137"", ""100-107""], [""155-165"", ""155-165""], [""90-97"", ""90-97""]]",https://draquex.com/buki/0-taiken.php,https://draquex.com/buki/taiken-115-1.php,,51,"2026-03-12 00:33:07","2026-07-23 15:19:01"
50,sword_2h_110,ダインスレイフ,Dainsleif,,,,2,,"[""攻撃ダメージの2.0%HPが回復"", ""かいしん率+3.0%""]",,,271,,24,,,,,inherit,65,110,ダインの遺産,砂の都ファラザードのレシピ屋50000G,攻撃時HP回復し会心率も上がるおそるべき大剣,両手剣,両手剣,2,"[{""count"": 5, ""item_id"": 741}, {""count"": 1, ""item_id"": 759}, {""count"": 1, ""item_id"": 867}, {""count"": 5, ""item_id"": 720}, {""count"": 5, ""item_id"": 865}]","[[""100-108"", ""100-108""], [""100-108"", ""100-108""], [""150-158"", ""150-158""], [""80-87"", ""80-87""]]",https://draquex.com/buki/0-taiken.php,https://draquex.com/buki/taiken-110-1.php,,51,"2026-03-12 00:33:09","2026-07-23 15:19:01"
51,sword_2h_108,ベルセルクブレード,"Mad Warrior's Blade",,,,2,,"[""全ての攻撃時4.0%でためる"", ""行動時4%でテンション消費なし""]",,,256,,24,,,,,inherit,65,108,狂戦士伝説,王都キィンベルのレシピ屋50000G,攻撃時ためやすくテンションも維持しやすい大剣,両手剣,両手剣,,"[{""count"": 5, ""item_id"": 741}, {""count"": 1, ""item_id"": 644}, {""count"": 2, ""item_id"": 648}, {""count"": 10, ""item_id"": 816}, {""count"": 5, ""item_id"": 865}]","[[""120-128"", ""150-158""], [""150-158"", ""120-128""], [""90-98"", ""90-98""], [""110-118"", ""110-118""]]",https://draquex.com/buki/0-taiken.php,https://draquex.com/buki/taiken-108-1.php,,50,"2026-03-12 00:33:14","2026-07-23 15:19:01"
52,sword_2h_105,業炎の大剣,"Karmafire Greatsword",,,,2,,"[""炎属性攻撃"", ""武器ガード率＋3.0%""]",,,241,,24,,,,,inherit,60,105,業炎の記憶,王都キィンベルのレシピ屋50000G,ごくまれに攻撃を防ぐ炎を宿した大剣,両手剣,両手剣,2,"[{""count"": 5, ""item_id"": 741}, {""count"": 2, ""item_id"": 564}, {""count"": 20, ""item_id"": 835}, {""count"": 20, ""item_id"": 820}, {""count"": 5, ""item_id"": 865}]","[[""145-153"", ""145-153""], [""115-123"", ""115-123""], [""145-153"", ""145-153""], [""127-135"", ""127-135""]]",https://draquex.com/buki/0-taiken.php,https://draquex.com/buki/taiken-105-1.php,,50,"2026-03-12 00:33:16","2026-07-23 15:19:01"
53,sword_2h_100,覇王の大剣,"High King's Sword",,,,2,,"[""攻撃時2%でスタンショット"", ""死亡時30.0%でこうげき力上昇が消えない""]",,,228,,24,,,,,inherit,45,100,覇王の大剣,王都キィンベルのレシピ屋40000G,まれに敵を怯ませバイキルト効果が消えにくい大剣,両手剣,両手剣,2,"[{""count"": 10, ""item_id"": 543}, {""count"": 1, ""item_id"": 649}, {""count"": 1, ""item_id"": 586}, {""count"": 10, ""item_id"": 838}, {""count"": 5, ""item_id"": 865}]","[[""150-158"", ""130-138""], [""122-130"", ""120-128""], [""160-168"", ""134-142""], [""114-122"", ""104-112""]]",https://draquex.com/buki/0-taiken.php,https://draquex.com/buki/taiken-100-1.php,,50,"2026-03-12 00:33:19","2026-07-23 15:19:02"
54,sword_2h_99,神域の大剣,"Mythic Greatsword",,,,2,,"[""武器ガード率+3.0%"", ""攻撃時5.0%でチャージ時間-10秒""]",,,215,,22,,,,,inherit,44,99,ゴッドライクな大剣作成,聖都エジャルナのレシピ屋40000G,チャージ時間がたまに短縮され攻撃も防ぐ大剣,両手剣,両手剣,2,"[{""count"": 5, ""item_id"": 543}, {""count"": 1, ""item_id"": 644}, {""count"": 20, ""item_id"": 816}, {""count"": 15, ""item_id"": 531}, {""count"": 5, ""item_id"": 865}]","[[""200-210"", ""150-156""], [""100-110"", ""100-108""], [""170-176"", ""124-134""], [""84-92"", ""84-92""]]",https://draquex.com/buki/0-taiken.php,https://draquex.com/buki/taiken-99-1.php,,50,"2026-03-12 00:33:21","2026-07-23 15:19:02"
55,sword_2h_96,オートクレール,Hauteclaire,,,,2,,"[""全ての攻撃時3.0%でためる"", ""行動時3%でテンション消費なし""]",,,203,,20,,,,,inherit,43,96,智将の叙事詩,聖都エジャルナのレシピ屋40000G,行動時ためやすくテンションも維持しやすい大剣,両手剣,両手剣,2,"[{""count"": 5, ""item_id"": 543}, {""count"": 1, ""item_id"": 648}, {""count"": 30, ""item_id"": 816}, {""count"": 30, ""item_id"": 732}, {""count"": 5, ""item_id"": 865}]","[[""80-88"", ""80-88""], [""200-210"", ""150-156""], [""150-156"", ""104-114""], [""80-88"", ""80-88""]]",https://draquex.com/buki/0-taiken.php,https://draquex.com/buki/taiken-96-1.php,,50,"2026-03-12 00:33:23","2026-07-23 15:19:02"
56,sword_2h_93,聖大剣アスカロン,"Holy Sword Ascalon",,,,2,,"[""ドラゴン系にダメージ+15%"", ""かいしん率+3.0%""]",,,180,,18,,,,,inherit,42,93,竜に挑む者,聖都エジャルナのレシピ屋30000G,ドラゴン系に強く会心率も高まる祝福されし大剣,両手剣,両手剣,2,"[{""count"": 5, ""item_id"": 759}, {""count"": 5, ""item_id"": 702}, {""count"": 5, ""item_id"": 754}, {""count"": 5, ""item_id"": 661}, {""count"": 5, ""item_id"": 865}]","[[""130-142"", ""150-156""], [""130-142"", ""150-156""], [""102-108"", ""80-88""], [""102-108"", ""80-88""]]",https://draquex.com/buki/0-taiken.php,https://draquex.com/buki/taiken-93-1.php,,50,"2026-03-12 00:33:26","2026-07-23 15:19:02"
57,sword_2h_90,フューリーブレード,"Fury Blade",,,,2,,"[""炎属性攻撃"", ""行動時3%でテンション消費なし""]",,,172,,16,,,,,inherit,41,90,憤怒の大剣の作り方,聖都エジャルナのレシピ屋30000G,テンションを保ちやすくする炎を宿す大剣,両手剣,両手剣,2,"[{""count"": 5, ""item_id"": 759}, {""count"": 30, ""item_id"": 820}, {""count"": 30, ""item_id"": 863}, {""count"": 30, ""item_id"": 816}, {""count"": 5, ""item_id"": 865}]","[[""142-148"", ""142-148""], [""110-122"", ""110-122""], [""96-102"", ""96-102""], [""72-80"", ""72-80""]]",https://draquex.com/buki/0-taiken.php,https://draquex.com/buki/taiken-90-1.php,,47,"2026-03-12 00:33:28","2026-07-23 15:19:02"
58,sword_2h_85,スレイプニール,Sleipnir,,,,2,,"[""開戦時75%でピオラ2段階""]",,,165,,14,,,,,inherit,40,85,軍馬の大剣の作り方,真グランゼドーラ王国のレシピ屋30000G,ピオラが2段階発動しやすい軍神が振るう大剣,両手剣,両手剣,2,"[{""count"": 3, ""item_id"": 759}, {""count"": 1, ""item_id"": 647}, {""count"": 5, ""item_id"": 597}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 865}]","[[""90-98"", ""90-98""], [""141-153"", ""141-153""], [""112-118"", ""112-118""], [""75-81"", ""75-81""]]",https://draquex.com/buki/0-taiken.php,https://draquex.com/buki/taiken-85-1.php,,44,"2026-03-12 00:33:31","2026-07-23 15:19:02"
59,sword_2h_80,翠石の大剣,"Jade Greatsword",,,,2,,"[""攻撃時4%でルカニ"", ""攻撃時30%でマホ系解除""]",,,159,,14,,,,,inherit,39,80,妖精王とヒスイの魔法,真グランゼドーラ王国のレシピ屋20000G,様々な守りを打ち破る破魔の大剣,両手剣,両手剣,2,"[{""count"": 15, ""item_id"": 838}, {""count"": 1, ""item_id"": 703}, {""count"": 5, ""item_id"": 850}, {""count"": 1, ""item_id"": 761}, {""count"": 10, ""item_id"": 865}]","[[""107-113"", ""107-113""], [""125-137"", ""125-137""], [""95-103"", ""95-103""], [""80-86"", ""80-86""]]",https://draquex.com/buki/0-taiken.php,https://draquex.com/buki/taiken-80-2.php,,44,"2026-03-12 00:33:33","2026-07-23 15:19:02"
60,sword_2h_80_2,ケイオスブレード,"Berserker's Blade",,,,2,,"[""攻撃時3%で幻惑"", ""開戦時10%でバイキルト""]",,,155,,9,,,,,inherit,38,80,ケイオスの儀式書,真グランゼドーラ王国のレシピ屋20000G,開戦時たまにバイキルトが発動する魔剣,両手剣,両手剣,2,"[{""count"": 30, ""item_id"": 863}, {""count"": 15, ""item_id"": 838}, {""count"": 20, ""item_id"": 535}, {""count"": 1, ""item_id"": 761}, {""count"": 10, ""item_id"": 865}]","[[""70-78"", ""70-78""], [""90-100"", ""120-126""], [""100-106"", ""146-156""], [""80-88"", ""80-88""]]",https://draquex.com/buki/0-taiken.php,https://draquex.com/buki/taiken-80-1.php,,44,"2026-03-12 00:33:35","2026-07-23 15:19:02"
61,sword_2h_75,エンパイアブレード,"Legate's Blade",,,,2,,"[""かいしん率+3.0%"", ""攻撃時50%でテンション下げ""]",,4,150,,17,,,,,inherit,37,75,エンパイアブレードの書,真グランゼドーラ王国のレシピ屋20000G,敵の士気を下げ会心確立が上がる超硬度の大剣,両手剣,両手剣,2,"[{""count"": 10, ""item_id"": 838}, {""count"": 1, ""item_id"": 648}, {""count"": 1, ""item_id"": 856}, {""count"": 1, ""item_id"": 761}, {""count"": 10, ""item_id"": 865}]","[[""120-126"", ""120-126""], [""60-68"", ""60-68""], [""80-86"", ""80-86""], [""108-120"", ""108-120""]]",https://draquex.com/buki/0-taiken.php,https://draquex.com/buki/taiken-75-1.php,,44,"2026-03-12 00:33:37","2026-07-23 15:19:02"
62,sword_2h_70,聖王の大剣,"Dryspell Blade",,,,2,,"[""ドラゴン系にダメージ+10%""]",,,129,,17,,,,,inherit,36,70,聖王の大剣の壁画,偽グランゼドーラ王国のレシピ屋20000G,聖なる力を秘めたドラゴン系の敵を切り裂く大剣,両手剣,両手剣,2,"[{""count"": 5, ""item_id"": 838}, {""count"": 1, ""item_id"": 586}, {""count"": 1, ""item_id"": 754}, {""count"": 1, ""item_id"": 761}, {""count"": 5, ""item_id"": 865}]","[[""100-106"", ""100-106""], [""80-88"", ""80-88""], [""135-147"", ""130-132""], [""60-66"", ""60-66""]]",https://draquex.com/buki/0-taiken.php,https://draquex.com/buki/taiken-70-1.php,,44,"2026-03-12 00:33:40","2026-07-23 15:19:02"
63,sword_2h_65,フォースブレード,"Force Blade",,,,2,,"[""エレ系にダメージ+20%"", ""雷属性攻撃""]",,,108,,17,,,,,inherit,35,65,フォースブレードの秘法,グレン城・武器鍛冶ギルドのレシピ屋10000G,雷の魔力を宿しエレメントの敵に効果絶大な大剣,両手剣,両手剣,2,"[{""count"": 4, ""item_id"": 805}, {""count"": 40, ""item_id"": 784}, {""count"": 1, ""item_id"": 554}, {""count"": 1, ""item_id"": 552}, {""count"": 10, ""item_id"": 865}]","[[""104-112"", ""130-136""], [""60-68"", ""80-90""], [""80-90"", ""60-68""], [""130-136"", ""104-112""]]",https://draquex.com/buki/0-taiken.php,https://draquex.com/buki/taiken-65-1.php,,43,"2026-03-12 00:33:42","2026-07-23 15:19:02"
64,sword_2h_60,メタスラの大剣,"Metal Gooreatsword",,,,2,,"[""メタル系に+1ダメージ""]",,,90,,15,,,,,inherit,33,60,メタスラの大剣の本,グレン城・武器鍛冶ギルドのレシピ屋10000G,メタル系の魔物を倒しやすいとても硬い大剣,両手剣,両手剣,2,"[{""count"": 15, ""item_id"": 784}, {""count"": 5, ""item_id"": 594}, {""count"": 1, ""item_id"": 856}, {""count"": 12, ""item_id"": 865}]","[[""80-86"", ""80-86""], [""110-120"", ""110-120""], [""65-75"", ""65-75""], [""60-68"", ""60-68""]]",https://draquex.com/buki/0-taiken.php,https://draquex.com/buki/taiken-60-1.php,,42,"2026-03-12 00:33:44","2026-07-23 15:19:02"
65,sword_2h_60_2,天馬の大剣,"Skysteed Sword",,,,2,,"[""攻撃時3%でいてつくはどう""]",,,103,,16,,,,,inherit,34,60,天馬武具辞典,グレン城・武器鍛冶ギルドのレシピ屋10000G,相手の良い効果をたまに消し去る天馬を模した大剣,両手剣,両手剣,2,"[{""count"": 2, ""item_id"": 735}, {""count"": 15, ""item_id"": 784}, {""count"": 1, ""item_id"": 639}, {""count"": 12, ""item_id"": 865}]","[[""70-78"", ""132-138""], [""100-107"", ""70-80""], [""70-80"", ""60-69""], [""85-93"", ""85-93""]]",https://draquex.com/buki/0-taiken.php,https://draquex.com/buki/taiken-60-2.php,,43,"2026-03-12 00:33:46","2026-07-23 15:19:02"
66,sword_2h_50,キングブレード,"Lord's Sword",,,,2,,"[""かいしん率+2.0%"", ""攻撃時50%でテンション下げ""]",,,83,,17,,,,,inherit,30,50,キングブレードのレシピ,グレン城・武器鍛冶ギルドのレシピ屋10000G,敵の士気を下げ会心の一撃が出やすくなる大剣,両手剣,両手剣,2,"[{""count"": 10, ""item_id"": 816}, {""count"": 3, ""item_id"": 819}, {""count"": 1, ""item_id"": 552}, {""count"": 10, ""item_id"": 865}]","[[""46-52"", ""48-60""], [""48-60"", ""54-62""], [""2-80"", ""62-68""], [""54-62"", ""72-80""]]",https://draquex.com/buki/0-taiken.php,https://draquex.com/buki/taiken-50-1.php,,33,"2026-03-12 00:33:48","2026-07-23 15:19:02"
67,sword_2h_50_2,大獄剣,"Brimstone Blade",,,,2,,"[""炎属性攻撃""]",,,87,,13,,,,,inherit,33,50,大獄剣の真実,グレン城・武器鍛冶ギルドのレシピ屋10000G,じごくの炎の力で敵をせんめつする赤刃の大剣,両手剣,両手剣,2,"[{""count"": 12, ""item_id"": 816}, {""count"": 30, ""item_id"": 863}, {""count"": 1, ""item_id"": 639}, {""count"": 10, ""item_id"": 865}]","[[""70-78"", ""70-78""], [""60-66"", ""60-66""], [""100-110"", ""100-110""], [""50-60"", ""50-60""]]",https://draquex.com/buki/0-taiken.php,https://draquex.com/buki/taiken-50-2.php,,33,"2026-03-12 00:33:51","2026-07-23 15:19:02"
68,sword_2h_42,プラチナブレード,"Platinum Powersword",,,,2,,"[""試合時のみダメージ+15%""]",,,62,,10,,,,,inherit,26,42,プラチナブレードの本,メギストリス城2階E-7会議室,コロシアムで威力を発揮するプラチナ製の大剣,両手剣,両手剣,2,"[{""count"": 4, ""item_id"": 816}, {""count"": 5, ""item_id"": 732}, {""name"": ""かがみの石"", ""count"": 2, ""item_id"": null}, {""count"": 4, ""item_id"": 865}]","[[""35-45"", ""35-45""], [""50-58"", ""50-58""], [""70-76"", ""70-76""], [""40-51"", ""40-51""]]",https://draquex.com/buki/0-taiken.php,https://draquex.com/buki/taiken-42-1.php,,27,"2026-03-12 00:33:53","2026-07-23 15:19:02"
69,sword_2h_42_2,デーモンバスター,Demonsbane,,,,2,,"[""悪魔系にダメージ+20%""]",,,66,,8,,,,,inherit,28,42,デーモンバスターの本,グレン城・武器鍛冶ギルドのレシピ屋3000G,悪魔系の魔物にめっぽう強い聖なる大剣,両手剣,両手剣,2,"[{""count"": 6, ""item_id"": 816}, {""count"": 1, ""item_id"": 702}, {""count"": 1, ""item_id"": 879}, {""count"": 6, ""item_id"": 865}]","[[""50-56"", ""50-56""], [""40-50"", ""40-50""], [""80-88"", ""80-88""], [""36-46"", ""36-46""]]",https://draquex.com/buki/0-taiken.php,https://draquex.com/buki/taiken-42-2.php,,27,"2026-03-12 00:33:55","2026-07-23 15:19:02"
70,sword_2h_42_3,ドラゴンバスター,Wyrmfang,,,,2,,"[""ドラゴン系にダメージ+20%""]",,,70,,8,,,,,inherit,30,42,ドラゴンバスターの本,メギストリスの都のレシピ屋10000G,ドラゴン系の敵にめっぽう強い竜殺しの大剣,両手剣,両手剣,2,"[{""count"": 6, ""item_id"": 816}, {""count"": 1, ""item_id"": 753}, {""count"": 1, ""item_id"": 638}, {""count"": 8, ""item_id"": 865}]","[[""40-46"", ""40-46""], [""48-58"", ""48-58""], [""72-80"", ""72-80""], [""60-70"", ""60-70""]]",https://draquex.com/buki/0-taiken.php,https://draquex.com/buki/taiken-42-3.php,,27,"2026-03-12 00:33:58","2026-07-23 15:19:02"
